date,hdax_open,hdax_close,total_cases,new_cases,stringency_index,containment_index,Monday,Tuesday,Wednesday,Thursday,Friday
2021-04-16,8413.76,8514.43,3134108.0,23856.0,75.0,71.55,0,0,0,0,1
2021-04-19,8530.22,8465.69,3167137.0,11615.0,75.0,71.55,1,0,0,0,0
2021-04-20,8464.27,8327.53,3198534.0,31397.0,75.0,71.55,0,1,0,0,0
2021-04-21,8350.16,8355.86,3222888.0,24354.0,75.0,71.55,0,0,1,0,0
2021-04-22,8382.49,8429.72,3254609.0,31721.0,75.0,71.55,0,0,0,1,0
2021-04-23,8403.62,8405.25,3276871.0,22262.0,75.0,71.55,0,0,0,0,1
2021-04-26,8421.14,8430.99,3312653.0,5961.0,75.0,71.55,1,0,0,0,0
2021-04-27,8423.65,8410.02,3338564.0,25911.0,75.0,71.55,0,1,0,0,0
2021-04-28,8429.37,8422.36,3366827.0,28263.0,75.0,71.55,0,0,1,0,0
2021-04-29,8446.66,8352.79,3391039.0,24212.0,75.0,71.55,0,0,0,1,0
2021-04-30,8373.91,8342.23,3405365.0,14326.0,75.0,71.55,0,0,0,0,1
2021-05-03,8366.95,8396.15,3438186.0,5510.0,75.0,71.55,1,0,0,0,0
2021-05-04,8402.25,8182.22,3462297.0,24111.0,75.0,71.55,0,1,0,0,0
2021-05-05,8251.5,8343.27,3484755.0,22458.0,75.0,71.55,0,0,1,0,0
2021-05-06,8346.79,8341.29,3502672.0,17917.0,75.0,71.55,0,0,0,1,0
2021-05-07,8381.59,8449.58,3517762.0,15090.0,75.0,71.55,0,0,0,0,1
2021-05-10,8448.52,8438.25,3538208.0,7321.0,75.0,71.55,1,0,0,0,0
2021-05-11,8348.01,8278.82,3557904.0,19696.0,75.0,71.55,0,1,0,0,0
2021-05-12,8289.82,8284.95,3564494.0,6590.0,75.0,71.55,0,0,1,0,0
2021-05-13,8239.75,8308.48,3578125.0,13631.0,75.0,71.55,0,0,0,1,0
2021-05-14,8351.76,8429.54,3588502.0,10377.0,75.0,71.55,0,0,0,0,1
2021-05-17,8449.54,8416.58,3608320.0,5381.0,75.0,71.55,1,0,0,0,0
2021-05-18,8468.11,8420.99,3615896.0,7576.0,75.0,71.55,0,1,0,0,0
2021-05-19,8358.74,8282.14,3627777.0,11881.0,75.0,71.55,0,0,1,0,0
2021-05-20,8329.31,8417.24,3638504.0,10727.0,75.0,71.55,0,0,0,1,0
2021-05-21,8428.9,8451.7,3646600.0,8096.0,75.0,71.55,0,0,0,0,1
2021-05-25,8493.88,8478.49,3662568.0,2578.0,75.0,75.12,0,1,0,0,0
2021-05-26,8505.28,8476.65,3667041.0,4473.0,75.0,75.12,0,0,1,0,0
2021-05-27,8455.58,8482.28,3673990.0,6949.0,75.0,75.12,0,0,0,1,0
2021-05-28,8501.51,8548.74,3680159.0,6169.0,75.0,75.12,0,0,0,0,1
2021-05-31,8537.62,8498.74,3689921.0,2206.0,69.44,71.55,1,0,0,0,0
2021-06-01,8554.5,8583.51,3692908.0,2987.0,69.44,71.55,0,1,0,0,0
2021-06-02,8593.18,8596.74,3698004.0,5096.0,69.44,71.55,0,0,1,0,0
2021-06-03,8591.81,8607.37,3701692.0,3688.0,69.44,71.55,0,0,0,1,0
2021-06-04,8616.19,8645.31,3704685.0,2993.0,69.44,71.55,0,0,0,0,1
2021-06-07,8628.87,8652.8,3710342.0,1444.0,67.59,73.21,1,0,0,0,0
2021-06-08,8654.35,8628.3,3712595.0,2253.0,67.59,73.21,0,1,0,0,0
2021-06-09,8633.99,8605.03,3715870.0,3275.0,67.59,73.21,0,0,1,0,0
2021-06-10,8613.42,8598.85,3718617.0,2747.0,67.59,73.21,0,0,0,1,0
2021-06-11,8604.83,8666.38,3720811.0,2194.0,67.59,73.21,0,0,0,0,1
2021-06-14,8697.92,8666.74,3724168.0,873.0,67.59,73.21,1,0,0,0,0
2021-06-15,8705.0,8688.94,3725328.0,1160.0,67.59,73.21,0,1,0,0,0
2021-06-16,8712.93,8686.82,3726767.0,1439.0,67.59,73.21,0,0,1,0,0
2021-06-17,8645.97,8694.16,3727668.0,901.0,67.59,73.21,0,0,0,1,0
2021-06-18,8690.71,8562.08,3728601.0,933.0,67.59,73.21,0,0,0,0,1
2021-06-21,8520.15,8637.13,3730619.0,493.0,67.59,73.21,1,0,0,0,0
2021-06-22,8634.15,8653.07,3731304.0,685.0,67.59,73.21,0,1,0,0,0
2021-06-23,8671.89,8556.48,3732439.0,1135.0,67.59,73.21,0,0,1,0,0
2021-06-24,8596.18,8637.6,3732914.0,475.0,67.59,73.21,0,0,0,1,0
2021-06-25,8629.13,8649.76,3733665.0,751.0,67.59,73.21,0,0,0,0,1
2021-06-28,8633.65,8612.95,3734830.0,341.0,67.59,73.21,1,0,0,0,0
2021-06-29,8613.69,8670.29,3735399.0,569.0,67.59,73.21,0,1,0,0,0
2021-06-30,8670.3,8593.0,3736205.0,806.0,67.59,73.21,0,0,1,0,0
2021-07-01,8639.24,8636.66,3736959.0,754.0,67.59,73.21,0,0,0,1,0
2021-07-02,8669.86,8671.54,3737630.0,671.0,67.59,73.21,0,0,0,0,1
2021-07-05,8666.31,8681.78,3738862.0,392.0,67.59,73.21,1,0,0,0,0
2021-07-06,8669.59,8615.64,3739575.0,713.0,67.59,73.21,0,1,0,0,0
2021-07-07,8652.4,8705.01,3740567.0,992.0,67.59,73.21,0,0,1,0,0
2021-07-08,8653.52,8564.11,3741470.0,903.0,67.59,73.21,0,0,0,1,0
2021-07-09,8591.76,8706.21,3742355.0,885.0,67.59,73.21,0,0,0,0,1
2021-07-12,8702.4,8758.55,3744285.0,553.0,67.59,73.21,1,0,0,0,0
2021-07-13,8755.37,8754.81,3745312.0,1027.0,67.59,73.21,0,1,0,0,0
2021-07-14,8720.81,8746.35,3746935.0,1623.0,67.59,73.21,0,0,1,0,0
2021-07-15,8709.88,8664.86,3748379.0,1444.0,67.59,73.21,0,0,0,1,0
2021-07-16,8689.16,8624.17,3749944.0,1565.0,67.59,73.21,0,0,0,0,1
2021-07-19,8572.19,8410.28,3753220.0,984.0,67.59,73.21,1,0,0,0,0
